set_no,name,url,theme_group,theme,subtheme,year,piece_cnt,minifig_cnt,inventory_url,minifig_url,price_store,price_new,price_used,rating_value,rating_votes,tags,set_type,packaging
5301-1,"Wagon / Carriage Plate 6 x 28, Grey",/sets/5301-1/Wagon-Carriage-Plate-6-x-28-Grey,Miscellaneous,Service Packs,Trains,1992.0,1.0,0.0,,,3.0,15.0,,,,Polybag,Normal,Polybag
5302-1,Bogie Plates,/sets/5302-1/Bogie-Plates,Miscellaneous,Service Packs,Trains,1992.0,2.0,0.0,/inventories/5302-1,,2.0,13.0,,,,"Polybag, Train Accessory",Normal,Polybag
5303-1,Buffers and Magnetic Couplings,/sets/5303-1/Buffers-and-Magnetic-Couplings,Miscellaneous,Service Packs,Trains,1992.0,6.0,0.0,/inventories/5303-1,,3.0,7.0,8.0,,,"Polybag, Train Accessory",Normal,Polybag
5304-1,Wheel Sets,/sets/5304-1/Wheel-Sets,Miscellaneous,Service Packs,Trains,1992.0,2.0,0.0,,,3.0,8.0,8.0,,,Polybag,Normal,Polybag
5305-1,Train Connecting Lead 9V,/sets/5305-1/Train-Connecting-Lead-9V,Miscellaneous,Service Packs,Trains,1992.0,1.0,0.0,,,6.0,51.0,43.0,,,"9V, Electric, Polybag, Train Accessory",Normal,Polybag
5306-1,"Plates 2 x 2 with Wire, 9V, 26 cm",/sets/5306-1/Plates-2-x-2-with-Wire-9V-26-cm,Miscellaneous,Service Packs,Trains,1992.0,1.0,0.0,,,,,,,,"9V, Electric, Polybag",Normal,Polybag
5307-1,Headlight Brick,/sets/5307-1/Headlight-Brick,Miscellaneous,Service Packs,Trains,1992.0,3.0,0.0,,,,11.0,,,,"9V, Electric, Light And Sound System, Light Brick, Polybag",Normal,Polybag
6009-1,Black Knight,/sets/6009-1/Black-Knight,Historical,Castle,Black Knights,1992.0,24.0,1.0,,/minifigs/inset-6009-1,3.25,47.0,12.0,4.5,8.0,"Black Knights, Horse",Normal,Box
6038-1,Wolfpack Renegades,/sets/6038-1/Wolfpack-Renegades,Historical,Castle,Wolfpack,1992.0,100.0,2.0,/inventories/6038-1,/minifigs/inset-6038-1,8.0,83.0,22.0,4.5,14.0,"Carriage, Horse, Parrot",Normal,Box
6057-1,Sea Serpent,/sets/6057-1/Sea-Serpent,Historical,Castle,Black Knights,1992.0,126.0,5.0,,/minifigs/inset-6057-1,16.5,143.0,42.0,4.5,14.0,"Black Falcons, Black Knights, Ship",Normal,Box
6075-1,Wolfpack Tower,/sets/6075-1/Wolfpack-Tower,Historical,Castle,Wolfpack,1992.0,236.0,4.0,,/minifigs/inset-6075-1,29.75,215.0,70.0,4.1,14.0,"Baseplate, Castle, Ghost, Parrot",Normal,Box
6086-1,Black Knight's Castle,/sets/6086-1/Black-Knight-s-Castle,Historical,Castle,Black Knights,1992.0,588.0,12.0,,/minifigs/inset-6086-1,85.0,1700.0,227.0,4.8,18.0,"Castle, Drawbridge, Enclosed Fortress, Ghost, Horse, Raised Baseplate",Normal,Box
6247-1,Bounty Boat,/sets/6247-1/Bounty-Boat,Historical,Pirates,Imperial Guards,1992.0,36.0,3.0,,/minifigs/inset-6247-1,4.75,45.0,15.0,4.1,10.0,Rowing Boat,Normal,Box
6258-1,Smuggler's Shanty,/sets/6258-1/Smuggler-s-Shanty,Historical,Pirates,,1992.0,70.0,3.0,,/minifigs/inset-6258-1,9.25,93.0,18.0,4.3,8.0,"First Mate Rummy, Criminal Hideout, Rowing Boat, Shark",Normal,Box
6261-1,Raft Raiders,/sets/6261-1/Raft-Raiders,Historical,Pirates,,1992.0,81.0,3.0,,/minifigs/inset-6261-1,13.25,101.0,25.0,4.6,8.0,"Lego Legacy, Raft, Shark",Normal,Box
6271-1,Imperial Flagship,/sets/6271-1/Imperial-Flagship,Historical,Pirates,Imperial Guards,1992.0,317.0,4.0,,/minifigs/inset-6271-1,50.0,974.0,137.0,4.5,12.0,"Admiral Woodhouse, Galleon, Ship",Normal,Box
6277-1,Imperial Trading Post,/sets/6277-1/Imperial-Trading-Post,Historical,Pirates,Imperial Guards,1992.0,608.0,9.0,,/minifigs/inset-6277-1,85.0,1509.0,277.0,4.7,10.0,"Admiral Woodhouse, Baseplate, Boat, Crane, Galleon, Island, Raised Baseplate, Rowing Boat, Ship",Normal,Box
6314-1,City People,/sets/6314-1/City-People,Modern day,Town,Accessories,1992.0,33.0,6.0,/inventories/6314-1,/minifigs/inset-6314-1,7.25,28.0,14.0,4.0,2.0,"Bicycle, Construction, Minifigure Pack, Octan",Normal,Box
6346-1,Shuttle Launching Crew,/sets/6346-1/Shuttle-Launching-Crew,Modern day,Town,Flight,1992.0,408.0,5.0,,/minifigs/inset-6346-1,38.5,249.0,36.0,4.5,6.0,"Aircraft, Articulated Lorry, Car, Motorcycle, Satellite, Space, Space Shuttle, Trailer, Transport Vehicle, Truck",Normal,Box
6351-1,Surf N' Sail Camper,/sets/6351-1/Surf-N-Sail-Camper,Modern day,Town,Leisure,1992.0,188.0,2.0,,/minifigs/inset-6351-1,19.0,56.0,18.0,5.0,7.0,"Bicycle, Boat, Camper Van, Camping, Speedboat, Surfing, Trailer",Normal,Box
6397-1,Gas N' Wash Express,/sets/6397-1/Gas-N-Wash-Express,Modern day,Town,Shops and Services,1992.0,470.0,3.0,,/minifigs/inset-6397-1,52.0,180.0,64.0,4.7,6.0,"Car, Car Wash, Octan, Road Baseplate, Service Station, Shop, Tow Truck",Normal,Box
6401-1,Seaside Cabana,/sets/6401-1/Seaside-Cabana,Modern day,Town,Paradisa,1992.0,45.0,2.0,,/minifigs/inset-6401-1,6.75,24.0,10.0,3.5,2.0,"Beach, Boat, Parrot, Surfing",Normal,Box
6405-1,Sunset Stables,/sets/6405-1/Sunset-Stables,Modern day,Town,Paradisa,1992.0,133.0,2.0,,/minifigs/inset-6405-1,16.0,79.0,13.0,4.0,2.0,"4X4, Baseplate, Car, Horse, Stable, Trailer",Normal,Box
6411-1,Sand Dollar Café,/sets/6411-1/Sand-Dollar-Café,Modern day,Town,Paradisa,1992.0,168.0,5.0,,/minifigs/inset-6411-1,29.75,110.0,44.0,3.7,3.0,"Baseplate, Beach, Bicycle, Lifeguard, Parrot, Restaurant, Street Vendor, Surfing",Normal,Box
6416-1,Poolside Paradise,/sets/6416-1/Poolside-Paradise,Modern day,Town,Paradisa,1992.0,229.0,4.0,/inventories/6416-1,/minifigs/inset-6416-1,38.5,314.0,59.0,5.0,3.0,"Car, Coffee Machine, Convertible, House, Kitchen, Parrot, Raised Baseplate, Road Baseplate, Swimming Pool",Normal,Box
6419-1,Rolling Acres Ranch,/sets/6419-1/Rolling-Acres-Ranch,Modern day,Town,Paradisa,1992.0,364.0,3.0,,/minifigs/inset-6419-1,46.0,374.0,58.0,5.0,1.0,"Baseplate, Car, Carriage, Horse, Road Baseplate, Stable, Trailer",Normal,Box
6511-1,Rescue Runabout,/sets/6511-1/Rescue-Runabout,Modern day,Town,Fire,1992.0,38.0,1.0,,/minifigs/inset-6511-1,7.0,23.0,4.0,4.0,4.0,"4X4, Convertible, Fire, Fire Car, Off Roader",Normal,Box
6512-1,Landscape Loader,/sets/6512-1/Landscape-Loader,Modern day,Town,Construction,1992.0,37.0,1.0,,/minifigs/inset-6512-1,3.25,20.0,3.0,3.8,4.0,"Construction, Front Loader",Normal,Box
6533-1,Police 4 x 4,/sets/6533-1/Police-4-x-4,Modern day,Town,Police,1992.0,62.0,1.0,,/minifigs/inset-6533-1,4.75,28.0,5.0,3.5,4.0,"Off Roader, Pickup Truck, Police, Police Car",Normal,Box
6534-1,Beach Bandit,/sets/6534-1/Beach-Bandit,Modern day,Town,Leisure,1992.0,44.0,1.0,/inventories/6534-1,/minifigs/inset-6534-1,4.75,17.0,4.0,4.5,4.0,"Beach, Convertible, Dune Buggy, Sprung, Surfing",Normal,Box
6551-1,Checkered Flag 500,/sets/6551-1/Checkered-Flag-500,Modern day,Town,Racing,1992.0,193.0,6.0,,/minifigs/inset-6551-1,26.5,70.0,20.0,5.0,2.0,"4X4, Finish Line, Octan, Racing, Racing Car, Road Baseplate, Sprung",Normal,Box
6594-1,Gas Transit,/sets/6594-1/Gas-Transit,Modern day,Town,Vehicles,1992.0,124.0,1.0,,/minifigs/inset-6594-1,13.25,58.0,14.0,4.8,5.0,"Articulated Lorry, Octan, Tanker, Tanker Vehicle, Trailer, Truck",Normal,Box
6648-1,Mag Racer,/sets/6648-1/Mag-Racer,Modern day,Town,Racing,1992.0,62.0,1.0,,/minifigs/inset-6648-1,7.25,16.0,5.0,5.0,2.0,"Blacktron, Dune Buggy, Octan, Off Roader, Racing Car, Sprung",Normal,Box
6662-1,Backhoe,/sets/6662-1/Backhoe,Modern day,Town,Construction,1992.0,85.0,1.0,,/minifigs/inset-6662-1,7.25,67.0,11.0,5.0,2.0,"Backhoe, Construction, Front Loader",Normal,Box
6668-1,Recycle Truck,/sets/6668-1/Recycle-Truck,Modern day,Town,Maintenance,1992.0,109.0,1.0,,/minifigs/inset-6668-1,9.25,117.0,10.0,5.0,4.0,"4X8 Container, Hook Loader, Refuse Truck, Truck",Normal,Box
6897-1,Rebel Hunter,/sets/6897-1/Rebel-Hunter,Action/Adventure,Space,Space Police 2,1992.0,140.0,2.0,,/minifigs/inset-6897-1,21.0,111.0,32.0,4.4,15.0,"Police, Spaceship",Normal,Box
6957-1,Solar Snooper,/sets/6957-1/Solar-Snooper,Action/Adventure,Space,Space Police 2,1992.0,255.0,3.0,,/minifigs/inset-6957-1,36.0,199.0,71.0,4.7,6.0,"Ground Vehicle, Police, Spaceship",Normal,Box
6984-1,Galactic Mediator,/sets/6984-1/Galactic-Mediator,Action/Adventure,Space,Space Police 2,1992.0,406.0,3.0,,/minifigs/inset-6984-1,60.0,429.0,136.0,4.4,10.0,"8 Wheel Vehicle, Ground Vehicle, Police, Spaceship",Normal,Box
8826-1,ATX Sport Cycle,/sets/8826-1/ATX-Sport-Cycle,Technical,Technic,,1992.0,95.0,0.0,,,10.0,27.0,7.0,2.3,3.0,"Off Roader, Quad Bike, Racing Car",Normal,Box
8828-1,Front End Loader,/sets/8828-1/Front-End-Loader,Technical,Technic,,1992.0,175.0,0.0,,,21.0,43.0,24.0,4.8,4.0,"Construction, Flex System, Front Loader, Functional Steering",Normal,Box
8836-1,Sky Ranger,/sets/8836-1/Sky-Ranger,Technical,Technic,,1992.0,273.0,0.0,,,29.75,55.0,13.0,3.7,3.0,"Aircraft, Flex System, Helicopter, Propeller Aircraft",Normal,Box
8837-1,Pneumatic Excavator,/sets/8837-1/Pneumatic-Excavator,Technical,Technic,,1992.0,257.0,0.0,,,47.0,143.0,39.0,4.0,2.0,"Construction, Excavator, Functional Steering, Mobile Crane, Pneumatic",Normal,Box
8839-1,Supply Ship,/sets/8839-1/Supply-Ship,Technical,Technic,,1992.0,532.0,0.0,,,59.5,295.0,78.0,5.0,1.0,"Airboat, Crane, Flex System, Functional Steering, Hovercraft, Ship",Normal,Box
8868-1,Air Tech Claw Rig,/sets/8868-1/Air-Tech-Claw-Rig,Technical,Technic,,1992.0,954.0,0.0,,,139.0,455.0,125.0,4.9,13.0,"16 Wide Car, 9V, Compressor, Electric, Flagship Set, Functional Steering, Mobile Crane, Pneumatic, Tipper Truck, Truck",Normal,Box
9255-1,Basic Set,/sets/9255-1/Basic-Set,Educational,Dacta,System,1992.0,177.0,0.0,,,,,,,,,Normal,Box
9454-1,Function Set,/sets/9454-1/Function-Set,Educational,Dacta,,1992.0,356.0,0.0,,,,,,,,,Normal,
9604-1,LEGO Technic and Pneumatic Elements,/sets/9604-1/LEGO-Technic-and-Pneumatic-Elements,Educational,Dacta,,1992.0,124.0,0.0,,,36.95,69.0,39.0,,,"Pneumatic, Technic",Normal,
9870-1,Pneumatic Rubber Bands and Pneumatic Tubing,/sets/9870-1/Pneumatic-Rubber-Bands-and-Pneumatic-Tubing,Educational,Dacta,Technic,1992.0,144.0,0.0,,,,,,,,Pneumatic,Normal,
9876-1,Large Turntables,/sets/9876-1/Large-Turntables,Educational,Dacta,,1992.0,2.0,0.0,,,8.75,,10.0,,,,Normal,
MINNEAPOLIS-1,{Bag of Bricks},/sets/MINNEAPOLIS-1/{Bag-of-Bricks},Miscellaneous,Promotional,LEGO brand store opening set,1992.0,6.0,0.0,,,,,,,,USA,Other,
345-2,"Small Play Bucket, 3+",/sets/345-2/Small-Play-Bucket-3,Basic,Basic,,1993.0,131.0,0.0,,,17.0,,10.0,5.0,1.0,,Normal,
365-3,Build-n-Store Chest,/sets/365-3/Build-n-Store-Chest,Basic,Basic,,1993.0,333.0,0.0,,,,,,,,Storage,Normal,Plastic box
1504-1,"Family Bucket, 3+",/sets/1504-1/Family-Bucket-3,Basic,Basic,,1993.0,,0.0,,,,,,,,,Normal,Bucket
1540-1,Betsy's Bedroom,/sets/1540-1/Betsy-s-Bedroom,Pre-school,Duplo,,1993.0,39.0,1.0,,/minifigs/inset-1540-1,,,45.0,,,"Bedroom, Dog, Tv",Normal,Other
1547-1,Black Knights Boat,/sets/1547-1/Black-Knights-Boat,Historical,Castle,Black Knights,1993.0,58.0,2.0,,/minifigs/inset-1547-1,4.25,40.0,25.0,3.8,4.0,"Black Knights, Boat, Ship",Normal,Box
1579-1,Animal Fun,/sets/1579-1/Animal-Fun,Pre-school,Duplo,,1993.0,30.0,0.0,,,,,,,,,Normal,
1595-1,Girl with Cat,/sets/1595-1/Girl-with-Cat,Pre-school,Duplo,,1993.0,17.0,0.0,,,,25.0,,,,,Normal,Box
1596-1,Ghostly Hideout,/sets/1596-1/Ghostly-Hideout,Historical,Castle,Wolfpack,1993.0,37.0,2.0,,/minifigs/inset-1596-1,4.25,40.0,24.0,4.6,8.0,"Brick Built Tree, Cave, Ghost, Parrot",Normal,Box
1597-1,Castle Value Pack,/sets/1597-1/Castle-Value-Pack,Historical,Castle,Bonus/Value Pack,1993.0,117.0,0.0,,,8.0,300.0,40.0,4.5,2.0,"Boat, Ghost, Target Practice",Collection,Box
1614-1,Build-A-Farm,/sets/1614-1/Build-A-Farm,Pre-school,Duplo,,1993.0,23.0,2.0,,/minifigs/inset-1614-1,,,,,,"Chicken, Farm, Horse, Sheep",Normal,
1624-1,King's Archer,/sets/1624-1/King-s-Archer,Historical,Castle,Black Knights,1993.0,22.0,1.0,,/minifigs/inset-1624-1,,30.0,14.0,3.6,5.0,Target Practice,Normal,Box
1651-1,Basic Building Set Trial Size,/sets/1651-1/Basic-Building-Set-Trial-Size,Basic,Basic,,1993.0,30.0,0.0,,,,5.0,0.0,,,"Boat, Brick Built Animals, Elephant",Normal,
1652-1,"Mini Box, 5+",/sets/1652-1/Mini-Box-5,Basic,Basic,,1993.0,39.0,0.0,,,,,,2.0,1.0,Car,Normal,Box
1687-1,Midnight Transport,/sets/1687-1/Midnight-Transport,Modern day,Town,Flight,1993.0,262.0,3.0,,/minifigs/inset-1687-1,,123.0,38.0,4.5,2.0,"Aircraft, Airplane, Helicopter, Jet Aircraft, Propeller Aircraft, Van",Normal,Box
1688-1,"Large Play Bucket, 3+",/sets/1688-1/Large-Play-Bucket-3,Basic,Basic,,1993.0,216.0,0.0,,,,,29.0,,,,Normal,
1699-1,"Small Bucket, 3+",/sets/1699-1/Small-Bucket-3,Basic,Basic,,1993.0,179.0,0.0,,,,,,,,,Normal,Bucket
1707-1,20th Anniversary Jackpot Bucket,/sets/1707-1/20th-Anniversary-Jackpot-Bucket,Basic,Basic,,1993.0,400.0,0.0,,,15.0,,,,,Anniversary Set,Normal,
1735-1,20th Anniversary Jackpot Bucket,/sets/1735-1/20th-Anniversary-Jackpot-Bucket,Pre-school,Duplo,,1993.0,50.0,2.0,,/minifigs/inset-1735-1,,,,,,Anniversary Set,Normal,Bucket
1816-1,20th Anniversary Jackpot Bucket,/sets/1816-1/20th-Anniversary-Jackpot-Bucket,Pre-school,Duplo,,1993.0,90.0,3.0,,/minifigs/inset-1816-1,,,,,,Anniversary Set,Normal,Bucket
1830-1,Large Bucket,/sets/1830-1/Large-Bucket,Pre-school,Duplo,,1993.0,,0.0,,,,,,,,,Normal,Bucket
1845-1,20th Anniversary Jackpot Bucket,/sets/1845-1/20th-Anniversary-Jackpot-Bucket,Basic,Basic,,1993.0,714.0,0.0,,,,,60.0,,,Anniversary Set,Normal,Bucket
1874-1,Super Scoop,/sets/1874-1/Super-Scoop,Basic,Basic,,1993.0,140.0,0.0,,,,44.0,33.0,,,,Normal,
1903-1,Medium Bucket,/sets/1903-1/Medium-Bucket,Pre-school,Duplo,,1993.0,,0.0,,,,,,,,,Normal,Bucket
1908-1,Small Bucket,/sets/1908-1/Small-Bucket,Pre-school,Duplo,,1993.0,39.0,2.0,,/minifigs/inset-1908-1,,,,,,,Normal,Bucket
1916-1,Starion Patrol,/sets/1916-1/Starion-Patrol,Action/Adventure,Space,Space Police 2,1993.0,23.0,1.0,,/minifigs/inset-1916-1,2.0,39.0,12.0,4.2,5.0,"Police, Spaceship",Normal,Box
1917-1,King's Catapult,/sets/1917-1/King-s-Catapult,Historical,Castle,Black Knights,1993.0,22.0,1.0,,/minifigs/inset-1917-1,,32.0,10.0,2.8,5.0,Catapult,Normal,
1932-2,Medium Bucket,/sets/1932-2/Medium-Bucket,Pre-school,Duplo,,1993.0,,0.0,,,,,,,,,Normal,Bucket
1955-1,Color Line Ferry,/sets/1955-1/Color-Line-Ferry,Miscellaneous,Promotional,Ferries,1993.0,241.0,0.0,/inventories/1955-1,,,159.0,83.0,5.0,1.0,"Boat, Ferry",Normal,Box
1958-1,Windsurfer,/sets/1958-1/Windsurfer,Modern day,Town,Leisure,1993.0,21.0,1.0,,/minifigs/inset-1958-1,,,8.0,4.7,3.0,"Beach, Surfing",Normal,Box
1959-1,Ultra-Light,/sets/1959-1/Ultra-Light,Modern day,Town,Leisure,1993.0,30.0,1.0,,/minifigs/inset-1959-1,,20.0,15.0,,,"Aircraft, Microlight, Propeller Aircraft",Normal,Box
1960-1,Magical Adventure Pack,/sets/1960-1/Magical-Adventure-Pack,Historical,Castle,Bonus/Value Pack,1993.0,204.0,0.0,,,,,,,,,Collection,Box
1967-1,Five Set Bonus Pack,/sets/1967-1/Five-Set-Bonus-Pack,Miscellaneous,Assorted,Bonus/Value Pack,1993.0,156.0,0.0,,,10.0,200.0,40.0,4.5,2.0,"Propeller Aircraft, Surfing",Collection,Box
1969-1,Mini Robot,/sets/1969-1/Mini-Robot,Action/Adventure,Space,Space Police 2,1993.0,38.0,1.0,,/minifigs/inset-1969-1,,20.0,11.0,4.5,2.0,"Ground Vehicle, Mech, Police, Robot",Normal,Box
1970-1,Pirates Gun Cart,/sets/1970-1/Pirates-Gun-Cart,Historical,Pirates,,1993.0,31.0,2.0,,/minifigs/inset-1970-1,,13.0,10.0,5.0,1.0,Cart,Normal,Box
1971-1,Battering Ram,/sets/1971-1/Battering-Ram,Historical,Castle,Black Knights,1993.0,36.0,1.0,,/minifigs/inset-1971-1,,22.0,13.0,4.0,2.0,,Normal,Box
1990-1,Octan F1 Race Car,/sets/1990-1/Octan-F1-Race-Car,Modern day,Town,Racing,1993.0,35.0,1.0,,/minifigs/inset-1990-1,,,4.0,5.0,1.0,"Formula 1, Octan, Racing, Racing Car",Normal,Box
1991-1,Racing Pick-Up Truck,/sets/1991-1/Racing-Pick-Up-Truck,Modern day,Town,Racing,1993.0,81.0,1.0,,/minifigs/inset-1991-1,,15.0,9.0,,,"Pickup Truck, Racing, Truck",Normal,Box
1992-1,Dragsters,/sets/1992-1/Dragsters,Modern day,Town,Racing,1993.0,104.0,2.0,,/minifigs/inset-1992-1,7.75,15.0,10.0,,,"Dragster, Racing, Racing Car",Normal,Box
1993-1,Race Value Pack,/sets/1993-1/Race-Value-Pack,Modern day,Town,Bonus/Value Pack,1993.0,220.0,0.0,,,,140.0,45.0,,,"Dragster, Formula 1, Pickup Truck, Racing, Racing Car",Collection,Box
2311-1,Clown,/sets/2311-1/Clown,Pre-school,Duplo,,1993.0,16.0,0.0,,,,,,,,,Normal,Box
2369-1,Racing Bucket,/sets/2369-1/Racing-Bucket,Pre-school,Duplo,,1993.0,38.0,2.0,,/minifigs/inset-2369-1,,,,,,,Normal,Bucket
2372-1,Zoo Bucket,/sets/2372-1/Zoo-Bucket,Pre-school,Duplo,,1993.0,36.0,2.0,,/minifigs/inset-2372-1,,,,,,Seal,Normal,
2378-1,Farm Bucket,/sets/2378-1/Farm-Bucket,Pre-school,Duplo,,1993.0,53.0,2.0,,/minifigs/inset-2378-1,,,,,,"Chicken, Horse, Pig, Sheep, Windmill",Normal,Bucket
2382-1,Train Bucket,/sets/2382-1/Train-Bucket,Pre-school,Duplo,,1993.0,41.0,2.0,,/minifigs/inset-2382-1,,,,,,,Normal,Bucket
2389-1,Animal Bucket,/sets/2389-1/Animal-Bucket,Pre-school,Duplo,,1993.0,43.0,4.0,,/minifigs/inset-2389-1,,,,,,,Normal,Bucket
2452-1,Choo Choo Train,/sets/2452-1/Choo-Choo-Train,Pre-school,Duplo,,1993.0,13.0,2.0,,/minifigs/inset-2452-1,,,,,,,Normal,Box
2553-1,The Pony Stable,/sets/2553-1/The-Pony-Stable,Pre-school,Duplo,,1993.0,27.0,1.0,,/minifigs/inset-2553-1,,,,,,"Horse, Stable",Normal,
2675-1,Police Helicopter,/sets/2675-1/Police-Helicopter,Pre-school,Duplo,,1993.0,3.0,1.0,,/minifigs/inset-2675-1,,10.0,6.0,,,"Aircraft, Helicopter, Police, Police Helicopter, Propeller Aircraft",Normal,
2676-1,Private Plane,/sets/2676-1/Private-Plane,Pre-school,Duplo,,1993.0,7.0,1.0,/inventories/2676-1,/minifigs/inset-2676-1,,,,4.0,1.0,"Aircraft, Propeller Aircraft",Normal,
2677-1,Fire Helicopter,/sets/2677-1/Fire-Helicopter,Pre-school,Duplo,,1993.0,7.0,2.0,,/minifigs/inset-2677-1,,,18.0,,,"Fire Helicopter, Helicopter",Normal,
2678-1,Jumbo Jet,/sets/2678-1/Jumbo-Jet,Pre-school,Duplo,,1993.0,12.0,3.0,,/minifigs/inset-2678-1,,,33.0,,,"Aircraft, Propeller Aircraft",Normal,
2679-1,Airport,/sets/2679-1/Airport,Pre-school,Duplo,,1993.0,23.0,3.0,,/minifigs/inset-2679-1,,66.0,,,,"Airport, Helicopter",Normal,
2730-1,Electric Play Train Set,/sets/2730-1/Electric-Play-Train-Set,Pre-school,Duplo,Trains,1993.0,54.0,2.0,,/minifigs/inset-2730-1,85.0,,81.0,,,"Car, Electric, Trackside Structure, Train Station, Train Track",Normal,
2732-1,Push-Along Play Train Set,/sets/2732-1/Push-Along-Play-Train-Set,Pre-school,Duplo,Trains,1993.0,46.0,3.0,,/minifigs/inset-2732-1,43.0,,29.0,,,"Steam Locomotive, Train Track",Normal,
2733-1,Push-Along Play Train,/sets/2733-1/Push-Along-Play-Train,Pre-school,Duplo,Trains,1993.0,9.0,1.0,,/minifigs/inset-2733-1,20.0,55.0,21.0,,,"Elephant, Steam Locomotive",Normal,
2734-1,Straight Track (Straight Rails),/sets/2734-1/Straight-Track-(Straight-Rails),Pre-school,Duplo,Trains,1993.0,6.0,0.0,/inventories/2734-1,,4.99,14.0,6.0,4.0,1.0,"Track, Train Track",Normal,
2735-1,Curved Track (Curved Rails),/sets/2735-1/Curved-Track-(Curved-Rails),Pre-school,Duplo,Trains,1993.0,6.0,0.0,/inventories/2735-1,,4.99,15.0,6.0,4.0,1.0,"Track, Train Track",Normal,
2736-1,Train Points,/sets/2736-1/Train-Points,Pre-school,Duplo,Trains,1993.0,4.0,0.0,,,12.0,7.0,13.0,,,"Track, Train Track",Normal,
2737-1,Diamond Crossing and Track Pack,/sets/2737-1/Diamond-Crossing-and-Track-Pack,Pre-school,Duplo,Trains,1993.0,9.0,0.0,/inventories/2737-1,,9.0,25.0,18.0,,,"Track, Train Track",Normal,
2740-1,Level Crossing,/sets/2740-1/Level-Crossing,Pre-school,Duplo,Trains,1993.0,7.0,0.0,/inventories/2740-1,,10.0,11.0,10.0,,,"Level Crossing, Trackside Structure, Train Track",Normal,
2905-1,Accessory Pack,/sets/2905-1/Accessory-Pack,Pre-school,Duplo,Toolo,1993.0,19.0,0.0,,,10.0,,,,,Duplo Screwdriver,Normal,
2950-1,Construction Site,/sets/2950-1/Construction-Site,Pre-school,Duplo,Toolo,1993.0,47.0,2.0,,/minifigs/inset-2950-1,,,,,,"Construction, Duplo Screwdriver",Normal,
4537-1,Twin Tank Transporter,/sets/4537-1/Twin-Tank-Transporter,Modern day,Trains,9V,1993.0,174.0,1.0,,/minifigs/inset-4537-1,23.0,148.0,43.0,5.0,2.0,"4X8 Container, Freight Wagon, Octan, Tanker, Transport Vehicle, Truck",Normal,Box
4547-1,Railroad Club Car,/sets/4547-1/Railroad-Club-Car,Modern day,Trains,9V,1993.0,293.0,5.0,,/minifigs/inset-4547-1,37.5,374.0,156.0,5.0,3.0,"Bedroom, Metroliner, Passenger Coach",Normal,Box
4549-1,Road 'N Rail Hauler,/sets/4549-1/Road-N-Rail-Hauler,Modern day,Trains,9V,1993.0,451.0,2.0,,/minifigs/inset-4549-1,52.0,250.0,96.0,5.0,3.0,"4X8 Container, Articulated Lorry, Cargo, Freight Wagon, Mobile Crane, Octan, Trailer, Transport Vehicle, Truck",Normal,Box
5011-1,"Motor for Basic Set 810, 9V",/sets/5011-1/Motor-for-Basic-Set-810-9V,Miscellaneous,Service Packs,,1993.0,1.0,0.0,,,27.0,6.0,8.0,,,"9V, Electric Motor, Polybag",Normal,Polybag
5030-1,Signs for Use with Lighting Bricks 9V,/sets/5030-1/Signs-for-Use-with-Lighting-Bricks-9V,Miscellaneous,Service Packs,,1993.0,16.0,0.0,,,,11.0,8.0,,,"9V, Light And Sound System, Polybag",Normal,Polybag
5047-1,"Hinges, Couplings and Turntables",/sets/5047-1/Hinges-Couplings-and-Turntables,Miscellaneous,Service Packs,,1993.0,27.0,0.0,,,3.5,17.0,,,,Polybag,Normal,Polybag
5048-1,Town Accessories,/sets/5048-1/Town-Accessories,Miscellaneous,Service Packs,Town,1993.0,36.0,0.0,,,,,,,,Polybag,Normal,Polybag
5049-1,Transparent Windows and Bricks,/sets/5049-1/Transparent-Windows-and-Bricks,Miscellaneous,Service Packs,,1993.0,8.0,0.0,,,3.5,8.0,,,,Polybag,Normal,Polybag
5050-1,Aeroplane Accessories,/sets/5050-1/Aeroplane-Accessories,Miscellaneous,Service Packs,Town,1993.0,27.0,0.0,/inventories/5050-1,,3.5,12.0,,,,"Aircraft, Polybag",Normal,Polybag
5051-1,"Windscreens, Seats and Steering Wheels",/sets/5051-1/Windscreens-Seats-and-Steering-Wheels,Miscellaneous,Service Packs,,1993.0,14.0,0.0,,,,3.0,,,,Polybag,Normal,Polybag
5052-1,Antennas and Control Sticks,/sets/5052-1/Antennas-and-Control-Sticks,Miscellaneous,Service Packs,,1993.0,39.0,0.0,,,,11.0,,,,Polybag,Normal,Polybag
5053-1,"Small Plates with Tool Holders, Disks and Cones (Transparent Bricks)",/sets/5053-1/Small-Plates-with-Tool-Holders-Disks-and-Cones-(Transparent-Bricks),Miscellaneous,Service Packs,,1993.0,76.0,0.0,,,3.5,5.0,,,,Polybag,Normal,Polybag
5054-1,Decorated Elements,/sets/5054-1/Decorated-Elements,Miscellaneous,Service Packs,,1993.0,28.0,0.0,,,,30.0,,,,"Octan, Police, Polybag",Normal,Polybag
5055-1,Magnets and Magnet Holders,/sets/5055-1/Magnets-and-Magnet-Holders,Miscellaneous,Service Packs,,1993.0,12.0,0.0,,,,23.0,,,,Polybag,Normal,Polybag
5056-1,Space Elements,/sets/5056-1/Space-Elements,Miscellaneous,Service Packs,Space,1993.0,37.0,0.0,,,4.25,14.0,,,,Polybag,Normal,Polybag
